qseqid	sseqid	evalue	bitscore	length	nident	mismatch	gapopen	slength	taxonomy	kingdom	phylum	class	order	family	genus	species	qlength	identity	coverage
ITSall_OTUd_171	undefined_KX222951	3.83e-129	462	256	256	0	0	276	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	256	1	1
ITSall_OTUd_1712	undefined_KX220959	1.57e-46	188	317	239	68	9	343	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	312	0.753943217665615	1.01602564102564
ITSall_OTUd_1713	undefined_KP897280	1.19e-92	342	328	275	25	8	363	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	327	0.838414634146341	1.00305810397554
ITSall_OTUd_1714	SH029294.07FU_JN889893	8.17e-81	302	267	229	33	3	1056	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Togniniales;f__Togniniaceae;g__unclassified_Togniniaceae;s__Togniniaceae_sp;	Fungi	Ascomycota	Sordariomycetes	Togniniales	Togniniaceae	NA	NA	263	0.857677902621723	1.01520912547529
ITSall_OTUd_1718	SH204818.07FU_HE584826	2.2e-94	347	216	208	6	2	461	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Capnodiaceae;g__Capnodium;s__Capnodium_sp;	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiaceae	Capnodium	NA	264	0.962962962962963	0.818181818181818
ITSall_OTUd_1719	undefined_KX220798	5.13e-21	104	148	116	24	6	328	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	312	0.783783783783784	0.474358974358974
ITSall_OTUd_172	undefined_KX195177	2.64e-125	450	278	268	8	2	331	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	277	0.964028776978417	1.00361010830325
ITSall_OTUd_1720	SH493695.07FU_KP889792	1.91e-76	288	284	237	37	5	1200	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	278	0.834507042253521	1.02158273381295
ITSall_OTUd_1721	undefined_KP897458	1.23e-85	318	306	257	24	8	361	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	301	0.839869281045752	1.01661129568106
ITSall_OTUd_1728	SH023174.07FU_KF800302	9.15e-93	342	261	234	25	2	793	k__Fungi;p__Ascomycota;c__unclassified_Ascomycota;o__unclassified_Ascomycota;f__unclassified_Ascomycota;g__unclassified_Ascomycota;s__Ascomycota_sp;	Fungi	Ascomycota	NA	NA	NA	NA	NA	259	0.896551724137931	1.00772200772201
ITSall_OTUd_1729	undefined_KT196823	1.09e-91	338	251	228	20	3	270	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	254	0.908366533864542	0.988188976377953
ITSall_OTUd_173	SH000058.07FU_GU452534	7.89e-139	495	305	293	5	2	794	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__Inocybe_sp;	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	NA	305	0.960655737704918	1
ITSall_OTUd_1730	undefined_KT219166	1.61e-108	394	253	239	14	0	275	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	253	0.944664031620553	1
ITSall_OTUd_1731	undefined_KP892177	2.04e-82	307	277	237	34	4	290	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	277	0.855595667870036	1
ITSall_OTUd_1732	SH455810.07FU_KC966065	4.71e-33	143	261	192	62	5	1147	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	257	0.735632183908046	1.01556420233463
ITSall_OTUd_1739	SH494072.07FU_KT328672	3.72e-85	316	270	236	23	6	669	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	264	0.874074074074074	1.02272727272727
ITSall_OTUd_174	SH017663.07FU_KC243970	3.24e-130	466	263	261	2	0	609	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Cladophialophora;s__Cladophialophora_sp;	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	NA	263	0.992395437262357	1
ITSall_OTUd_1740	undefined_KU189091	2.61e-44	181	346	252	56	12	326	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	346	0.728323699421965	1
ITSall_OTUd_1741	undefined_KP897258	4.78e-109	396	251	239	11	1	315	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	261	0.952191235059761	0.961685823754789
ITSall_OTUd_1742	undefined_KT243001	5.38e-58	226	270	217	42	7	262	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	273	0.803703703703704	0.989010989010989
ITSall_OTUd_1743	undefined_KM494296	9.68e-99	361	259	237	14	3	253	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	257	0.915057915057915	1.00778210116732
ITSall_OTUd_1744	SH477041.07FU_EF600976	1.6e-65	251	319	247	42	6	600	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Ramularia;s__Ramularia_sp;	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Ramularia	NA	318	0.774294670846395	1.00314465408805
ITSall_OTUd_1745	SH201134.07FU_KP814315	1.68e-134	480	297	286	7	2	662	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Meruliaceae;g__Phanerochaete;s__Phanerochaete_sordida;	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Phanerochaete	Phanerochaete_sordida	296	0.962962962962963	1.00337837837838
ITSall_OTUd_1746	undefined_KM493775	9.5e-94	345	332	282	36	9	330	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	320	0.849397590361446	1.0375
ITSall_OTUd_1748	undefined_KX220189	5.54e-121	435	265	256	7	1	295	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	265	0.966037735849057	1
ITSall_OTUd_1749	SH183330.07FU_KF617257	1.12e-129	464	260	259	1	0	1154	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales;f__Pseudeurotiaceae;g__Gymnostellatospora;s__Gymnostellatospora_sp;	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Gymnostellatospora	NA	261	0.996153846153846	0.996168582375479
ITSall_OTUd_175	undefined_KT242823	2.07e-107	390	256	240	16	0	275	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	265	0.9375	0.966037735849057
ITSall_OTUd_1750	undefined_KM493666	1.5e-34	149	415	286	44	21	407	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	338	0.689156626506024	1.22781065088757
ITSall_OTUd_1752	SH190004.07FU_EU218880	6.2e-166	585	333	330	1	1	650	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Cryptococcus;s__Cryptococcus_sp;	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	NA	331	0.990990990990991	1.00604229607251
ITSall_OTUd_1753	SH019572.07FU_JN890104	1.54e-83	311	266	232	22	6	1120	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__unclassified_Capnodiales;g__unclassified_Capnodiales;s__Capnodiales_sp;	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA	257	0.87218045112782	1.03501945525292
ITSall_OTUd_176	undefined_AB426757	1.59e-83	311	269	233	29	4	346	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__unclassified_Dothideomycetes;f__unclassified_Dothideomycetes;g__unclassified_Dothideomycetes;s__Dothideomycetes_sp;	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA	265	0.866171003717472	1.01509433962264
ITSall_OTUd_1760	SH495342.07FU_KX009101	3.24e-67	257	280	229	42	6	529	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Trimorphomycetaceae;g__unclassified_Trimorphomycetaceae;s__Trimorphomycetaceae_sp;	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	NA	NA	278	0.817857142857143	1.00719424460432
ITSall_OTUd_1761	undefined_KP891624	1.85e-32	141	310	222	62	10	327	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	286	0.716129032258065	1.08391608391608
ITSall_OTUd_1762	undefined_KP892073	2.69e-30	134	281	198	51	6	269	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	280	0.704626334519573	1.00357142857143
ITSall_OTUd_1763	undefined_KP897392	5.54e-121	435	266	257	8	1	341	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	265	0.966165413533835	1.00377358490566
ITSall_OTUd_1765	undefined_KP892073	5.32e-45	183	258	201	46	8	269	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	255	0.779069767441861	1.01176470588235
ITSall_OTUd_1769	SH629863.07FU_LC085197	3.7e-123	443	263	256	7	0	1541	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__unclassified_Hyaloscyphaceae;s__Hyaloscyphaceae_sp;	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	NA	NA	263	0.973384030418251	1
ITSall_OTUd_1775	SH174328.07FU_LC085202	5.71e-127	455	257	256	0	1	786	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__unclassified_Leotiomycetes;f__unclassified_Leotiomycetes;g__unclassified_Leotiomycetes;s__Leotiomycetes_sp;	Fungi	Ascomycota	Leotiomycetes	NA	NA	NA	NA	257	0.996108949416342	1
ITSall_OTUd_1776	SH022386.07FU_KC965887	3.38e-79	297	260	223	34	2	1178	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__unclassified_Lecanorales;g__unclassified_Lecanorales;s__Lecanorales_sp;	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	NA	NA	NA	257	0.857692307692308	1.01167315175097
ITSall_OTUd_1777	undefined_KM493666	6.34e-33	143	413	285	45	22	407	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	336	0.690072639225182	1.22916666666667
ITSall_OTUd_1778	SH181985.07FU_NR_073211	8.26e-106	385	254	239	12	2	505	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Phaeotremellaceae;g__Phaeotremella;s__Phaeotremella_skinneri;	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Phaeotremellaceae	Phaeotremella	Phaeotremella_skinneri	251	0.940944881889764	1.01195219123506
ITSall_OTUd_1780	SH521704.07FU_KU579779	1.24e-65	251	261	216	34	6	588	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	253	0.827586206896552	1.03162055335968
ITSall_OTUd_1781	SH020602.07FU_HQ650634	1.44e-115	417	251	243	8	0	550	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Trapeliales;f__Trapeliaceae;g__Trapeliopsis;s__Trapeliopsis_flexuosa;	Fungi	Ascomycota	Lecanoromycetes	Trapeliales	Trapeliaceae	Trapeliopsis	Trapeliopsis_flexuosa	257	0.968127490039841	0.976653696498054
ITSall_OTUd_1782	SH189368.07FU_FN669274	3.48e-156	553	316	312	4	0	929	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__unclassified_Thelephoraceae;s__Thelephoraceae_sp;	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	NA	NA	316	0.987341772151899	1
ITSall_OTUd_1783	undefined_KY399878	5.52e-102	372	265	244	18	3	883	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Cryptococcaceae;g__Kwoniella;s__Kwoniella_sp;	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Kwoniella	NA	264	0.920754716981132	1.00378787878788
ITSall_OTUd_1784	SH022250.07FU_KF780606	2.64e-100	367	293	260	27	4	538	k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiales;f__Cystobasidiaceae;g__unclassified_Cystobasidiaceae;s__Cystobasidiaceae_sp;	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	NA	NA	293	0.887372013651877	1
ITSall_OTUd_1785	SH482844.07FU_KF815636	1.84e-82	307	256	226	22	6	533	k__Fungi;p__Ascomycota;c__unclassified_Ascomycota;o__unclassified_Ascomycota;f__unclassified_Ascomycota;g__unclassified_Ascomycota;s__Pezizomycotina;	Fungi	Ascomycota	NA	NA	NA	NA	Pezizomycotina	253	0.8828125	1.01185770750988
ITSall_OTUd_1787	undefined_KX195147	0	655	376	371	5	0	429	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	376	0.986702127659574	1
ITSall_OTUd_179	undefined_KM493086	1.13e-117	425	295	272	22	1	294	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	295	0.922033898305085	1
ITSall_OTUd_1792	SH012473.07FU_AJ875370	1.53e-71	271	301	245	37	8	624	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Togniniales;f__Togniniaceae;g__unclassified_Togniniaceae;s__Togniniaceae_sp;	Fungi	Ascomycota	Sordariomycetes	Togniniales	Togniniaceae	NA	NA	288	0.813953488372093	1.04513888888889
ITSall_OTUd_1793	SH200261.07FU_GU327430	3.37e-60	233	257	210	37	6	511	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Extremaceae;g__Petrophila;s__Petrophila_sp;	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Extremaceae	Petrophila	NA	256	0.817120622568093	1.00390625
ITSall_OTUd_1794	SH193942.07FU_KC884272	4.01e-143	509	340	321	9	6	636	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__unclassified_Mortierellaceae;s__Mortierellaceae_sp;	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	NA	NA	338	0.944117647058824	1.00591715976331
ITSall_OTUd_1795	SH028202.07FU_KX512946	1.64e-32	141	90	86	3	1	964	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Caliciales;f__Physciaceae;g__Tornabea;s__Tornabea_scutellifera;	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Physciaceae	Tornabea	Tornabea_scutellifera	257	0.955555555555556	0.350194552529183
ITSall_OTUd_1797	SH631091.07FU_LC014896	4.71e-33	143	261	194	55	8	1074	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_sp;	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	NA	257	0.743295019157088	1.01556420233463
ITSall_OTUd_1798	SH496886.07FU_UDB024826	8.33e-145	515	302	296	5	1	636	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Cantharellales_fam_Incertae_sedis;g__Sistotrema;s__Sistotrema_sp;	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellales_fam_Incertae_sedis	Sistotrema	NA	302	0.980132450331126	1
ITSall_OTUd_1799	undefined_KX194506	7.86e-140	499	370	331	11	4	401	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	364	0.894594594594595	1.01648351648352
ITSall_OTUd_180	SH006511.07FU_EU677757	0	693	389	388	0	1	729	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	389	0.997429305912596	1
ITSall_OTUd_1800	undefined_KM493939	2.23e-108	394	346	301	30	9	337	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	340	0.869942196531792	1.01764705882353
ITSall_OTUd_1801	SH533598.07FU_KU559339	7.46e-120	432	294	275	13	4	638	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Stereaceae;g__Acanthophysellum;s__Acanthophysellum_sp;	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Acanthophysellum	NA	290	0.935374149659864	1.01379310344828
ITSall_OTUd_181	SH488130.07FU_LC013341	2.25e-139	497	306	297	1	5	711	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Marasmiaceae;g__unclassified_Marasmiaceae;s__Marasmiaceae_sp;	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	NA	NA	304	0.970588235294118	1.00657894736842
ITSall_OTUd_1811	SH200716.07FU_AY509768	1.9e-120	434	262	254	7	1	539	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Teratosphaeria;s__Teratosphaeria_mexicana;	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Teratosphaeria	Teratosphaeria_mexicana	261	0.969465648854962	1.00383141762452
ITSall_OTUd_1812	undefined_KX223213	1.24e-53	212	297	231	50	9	344	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	285	0.777777777777778	1.04210526315789
ITSall_OTUd_1813	undefined_KJ827299	1.06e-104	381	265	246	12	4	279	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__unclassified_Dothideomycetes;f__unclassified_Dothideomycetes;g__unclassified_Dothideomycetes;s__Dothideomycetes_sp;	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA	262	0.928301886792453	1.01145038167939
ITSall_OTUd_1814	undefined_KM494297	1.85e-83	311	305	254	47	3	302	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	304	0.832786885245902	1.00328947368421
ITSall_OTUd_1815	SH017364.07FU_EU304347	3.77e-54	214	210	173	30	1	532	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Myriangiales;f__Myriangiales_fam_Incertae_sedis;g__Endosporium;s__Endosporium_sp;	Fungi	Ascomycota	Dothideomycetes	Myriangiales	Myriangiales_fam_Incertae_sedis	Endosporium	NA	300	0.823809523809524	0.7
ITSall_OTUd_1816	undefined_KP897563	2.77e-99	363	251	232	18	1	319	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	257	0.924302788844621	0.976653696498054
ITSall_OTUd_1817	undefined_KX132962	8.9e-112	405	254	243	10	1	542	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Umbilicariales;f__Fuscideaceae;g__Fuscidea;s__Fuscidea_arboricola;	Fungi	Ascomycota	Lecanoromycetes	Umbilicariales	Fuscideaceae	Fuscidea	Fuscidea_arboricola	253	0.956692913385827	1.00395256916996
ITSall_OTUd_1818	SH206774.07FU_KR015809	5.41e-64	246	268	221	25	10	600	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Pseudocercospora;s__Pseudocercospora_sp;	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Pseudocercospora	NA	259	0.824626865671642	1.03474903474903
ITSall_OTUd_1819	SH029157.07FU_DQ241450	5.06e-97	356	299	262	26	6	526	k__Fungi;p__Basidiomycota;c__Pucciniomycetes;o__Septobasidiales;f__Septobasidiaceae;g__Septobasidium;s__Septobasidium_ramorum;	Fungi	Basidiomycota	Pucciniomycetes	Septobasidiales	Septobasidiaceae	Septobasidium	Septobasidium_ramorum	309	0.876254180602007	0.967637540453074
ITSall_OTUd_182	undefined_KM247489	4.92e-154	545	302	302	0	0	401	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	302	1	1
ITSall_OTUd_1826	SH629034.07FU_KX908744	4.4e-84	313	263	231	22	6	1009	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__unclassified_Dothideomycetes;f__unclassified_Dothideomycetes;g__unclassified_Dothideomycetes;s__Dothideomycetes_sp;	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA	257	0.878326996197719	1.02334630350195
ITSall_OTUd_1828	undefined_KT219581	1.73e-95	351	257	234	19	3	275	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	254	0.910505836575875	1.01181102362205
ITSall_OTUd_1829	SH487779.07FU_LC034179	2.42e-30	134	265	194	52	9	555	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Trypetheliales;f__Trypetheliaceae;g__Marcelaria;s__Marcelaria_cumingii;	Fungi	Ascomycota	Dothideomycetes	Trypetheliales	Trypetheliaceae	Marcelaria	Marcelaria_cumingii	255	0.732075471698113	1.03921568627451
ITSall_OTUd_1830	undefined_KP897402	1.18e-116	421	251	244	7	0	320	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	257	0.972111553784861	0.976653696498054
ITSall_OTUd_1832	SH497424.07FU_KT215261	1.07e-60	235	287	228	38	8	1897	k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliaceae;g__Orbilia;s__Orbilia_sp;	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	NA	280	0.794425087108014	1.025
ITSall_OTUd_1833	SH523485.07FU_KP335210	6.52e-120	432	257	250	7	0	1098	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	257	0.972762645914397	1
ITSall_OTUd_1837	undefined_KX404117	5.17e-96	352	200	198	2	0	200	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__unclassified_Hypocreales;g__unclassified_Hypocreales;s__Hypocreales_sp;	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA	264	0.99	0.757575757575758
ITSall_OTUd_1838	undefined_KP891302	7.58e-88	325	280	244	20	7	286	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	277	0.871428571428571	1.01083032490975
ITSall_OTUd_1839	undefined_KU061893	1.05e-79	298	280	239	35	6	315	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	277	0.853571428571429	1.01083032490975
ITSall_OTUd_184	SH523476.07FU_KP335209	4.26e-97	356	268	243	12	6	1088	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	265	0.906716417910448	1.01132075471698
ITSall_OTUd_1840	undefined_KU354798	1.68e-89	331	263	234	24	4	1343	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	262	0.889733840304182	1.00381679389313
